	TBE07Jun07	TBE13Jun07	TBE27Jun07	TBE02Jul07	TBE12Jul07	TBE25Jul07	TBE31Jul07	TBE09Aug07	TBE20Aug07	TBE27Aug07	TBE17Sep07	TBE01Oct07	TBE16Oct07	TBE05Nov07	TBE14Nov07	TBE30Apr08	TBE22May08	TBE29May08	TBE13Jun08	TBE24Jun08	TBE01Jul08	TBE08Jul08	TBE15Jul08	TBE22Jul08	TBE29Jul08	TBE05Aug08	TBE12Aug08	TBE19Aug08	TBE25Aug08	TBE09Sep08	TBE20Sep08	TBE04Oct08	TBE23Oct08	TBE29May09	TBE03Jun09	TBE08Jun09	TBE23Jun09	TBE29Jun09	TBE07Jul09	TBE13Jul09	TBE21Jul09	TBE27Jul09	TBE03Aug09	TBE11Aug09	TBE18Aug09
TE03207|TBL_comb48_EPIDRAFT_1005166	0.3881	0.457675	1.85176	1.68918	2.26585	0.465071	0.657663	0.769181	0.759953	1.98954	8.30294	0.760769	1.95745	0.94713	0.724683	0	0.101528	0	0.0995352	0.26501	0.186772	0.0996893	0.71436	0	4.47275	1.01112	0.588889	1.20618	2.26088	1.04716	0.955475	0.34295	2.72327	14.0198	16.397	0.769301	5.98888	2.52083	2.23059	1.85075	0.986298	0.290493	0.707967	0.983312	0.767968
TE03207|TBL_comb48_EPIDRAFT_1005310	0.187228	0.383071	1.2289	1.61875	1.71862	0.23017	0.41002	0.510871	1.048	1.36741	6.77542	0.499803	2.0446	1.09086	0.60946	0.0703835	0.0936716	0	0.0310813	0.171221	0.231084	0.148725	0.455276	0.0311551	4.14178	1.35695	0.626335	1.06818	1.74799	1.23899	0.919847	0.320971	2.71451	14.0494	16.7144	0.811682	6.20928	2.80203	2.19749	1.84945	0.844916	0.192647	0.753529	0.645902	0.621126
TE03207|TBL_comb48_EPIDRAFT_1005467	0.421674	0.190207	1.06432	1.23117	1.52917	0.268217	0.183051	0.62349	0.789764	1.15553	6.49303	0.665103	1.9203	0.655293	0.560027	0.0253759	0.0555855	0	0.0338074	0.272727	0.217783	0.037944	0.583736	0.0423615	4.56913	1.22642	0.44428	1.25981	1.73722	1.15961	1.0573	0.462221	2.67057	12.819	14.7343	0.472806	4.86069	2.60621	1.55043	1.57513	0.743418	0.28094	0.471237	0.587389	0.838796
TE03207|TBL_comb48_EPIDRAFT_1005719	0.179381	0.184087	0.730172	0.776053	0.670823	0.154336	0.223775	0.138866	0.294435	0.389519	3.36413	0.168186	0.602632	0.503184	0.422191	0.0708356	0.0274619	0	0.0648327	0.18556	0.264486	0.0622573	0.451604	0.0583426	4.19613	1.15577	0.394992	0.82046	1.4523	0.936396	1.00929	0.243142	1.58179	8.03588	10.5623	0.309795	3.6567	1.57897	1.08966	1.1633	0.378461	0.0762102	0.331856	0.0915766	0.630122
TE03207|TBL_comb48_EPIDRAFT_1005752	0.287658	0.384905	1.24418	1.29723	1.76632	0.372303	0.793271	0.706128	1.0153	1.05959	5.52989	0.79595	1.61848	0.75372	0.657517	0	0	0	0.0109707	0.234999	0.130901	0.0476389	0.51021	0.0314632	3.64096	0.880512	0.486727	1.02642	1.30896	1.0693	0.552709	0.224217	2.0901	10.1628	11.4698	0.614913	5.36615	2.11538	2.40484	1.95283	0.759143	0.32458	0.703771	0.523452	0.463357
TE03207|TBL_comb48_EPIDRAFT_1005788	0.342072	0.137642	1.0319	1.62607	1.57696	0.398854	0.309314	0.57404	0.922615	0.88475	6.69305	0.307231	1.01859	0.991898	0.583205	0.0297361	0.0281316	0	0	0.0650259	0.431949	0.0850707	0.35496	0.0302056	3.89672	0.838899	0.409605	0.776645	1.53925	0.771683	0.703875	0.26087	2.23472	11.9252	13.384	0.409912	4.69395	2.48441	1.96015	1.88847	0.437491	0.292952	0.621244	0.390186	0.356614
TE03207|TBL_comb48_EPIDRAFT_1005816	0.313191	0.205837	1.256	1.2912	1.65054	0.401767	0.472615	0.452051	0.702256	1.43289	5.19064	0.463173	1.3352	0.491243	0.419907	0.057835	0.0461884	0	0	0.308038	0.338572	0.0564211	0.512106	0.0645252	3.74899	1.10343	0.458059	0.599131	1.72154	1.21589	0.800758	0.411303	1.98709	10.3311	12.717	0.534756	4.84097	2.05792	2.28405	1.93467	0.82906	0.180876	0.446376	0.585332	0.461258
TE03207|TBL_comb48_EPIDRAFT_1005827	0.221007	0.210015	0.919375	1.3105	1.7565	0.280472	0.344474	0.532491	0.610339	0.90094	6.06151	0.528373	1.23921	0.60472	1.03547	0.0561561	0.0654469	0	0.0885117	0.139783	0.264172	0.080484	0.478743	0.0416256	3.81011	1.12618	0.415555	0.713162	1.71085	1.15246	0.766775	0.249543	3.11844	13.0907	13.4094	0.661551	4.30454	2.32616	1.73745	1.66507	0.440792	0.259228	0.580323	1.06903	0.659924
TE03207|TBL_comb48_EPIDRAFT_1006076	0.281774	0.302376	1.15536	1.08575	1.64538	0.489719	0.399913	0.519948	0.76765	0.909682	5.88153	0.407071	1.10177	0.325376	0.677443	0	0	0	0	0.0676419	0.154593	0.140435	0.414306	0.0572132	4.34678	1.03734	0.716599	0.949363	1.18275	0.732555	0.621849	0.297278	1.74008	11.3665	12.101	0.624855	4.40061	2.56009	1.08024	1.02331	0.846499	0.241544	0.401998	0.528236	0.451244
TE03207|TBL_comb48_EPIDRAFT_1006259	0.197113	0.32146	1.02365	1.16888	1.39129	0.379764	0.326793	0.450752	0.730077	0.986291	5.88505	0.342802	1.17646	0.529073	1.10663	0	0.0779355	0	0	0.18617	0.179574	0.0717031	0.504422	0.0260047	4.09687	0.756422	0.4559	0.776417	1.43007	1.24456	1.16524	0.216544	2.35205	11.3668	12.6525	0.489941	4.37884	2.14801	2.23596	1.78559	0.795897	0.0747567	0.358978	0.635155	0.872934
TE03207|TBL_comb48_EPIDRAFT_1006727	0.178516	0.535358	1.49564	1.244	1.68369	0.477584	0.356343	0.77486	0.849767	1.86114	8.06793	1.16098	2.12979	1.23468	1.11362	0.036991	0.0293017	0.0346058	0.0874224	0.240268	0.427414	0.0978498	0.606399	0	5.30392	0.894213	0.34613	1.27092	2.13883	1.37605	1.17196	0.604141	2.65545	15.6577	17.5388	0.827097	6.64946	3.10974	2.93787	1.96312	0.863142	0.14481	0.699969	0.722291	0.417729
TE03207|TBL_comb48_EPIDRAFT_1006740	0.234188	0.153594	1.08205	1.13079	1.54309	0.338943	0.388949	0.458547	0.749805	1.07495	5.75485	0.547896	1.68936	0.525922	0.737557	0.063949	0.0681854	0	0	0.361652	0.319507	0.0683201	0.670658	0.0371005	4.35682	0.955614	0.449821	0.806632	2.16222	0.984799	0.679869	0.316191	2.50803	12.8555	13.8011	0.60309	5.03923	2.43478	1.9484	1.7456	0.91655	0.323378	0.478891	0.810192	0.883855
TE03207|TBL_comb48_EPIDRAFT_1006905	0.548081	0.26335	1.21541	0.990813	1.9555	0.325891	0.494069	0.637269	0.975162	1.28946	7.2461	0.529894	1.75336	1.10236	0.891073	0.036996	0.100682	0	0.0330122	0.272295	0.218507	0.124584	0.510191	0	4.62146	1.16949	0.545138	0.960133	1.65684	1.67675	0.962605	0.23753	2.69323	14.0409	14.971	0.797462	6.04097	2.82819	2.15428	2.09055	0.613352	0.20452	0.55042	0.757403	0.685651
TE03207|TBL_comb48_EPIDRAFT_1007273	0.50646	0.263581	1.71417	2.13519	2.79367	0.493029	0.385422	1.01441	0.726856	1.08591	9.35435	0.584218	2.44204	1.48763	0.92856	0.0463403	0.0121531	0.0318784	0.0433502	0.31895	0.423929	0.169266	0.773032	0.181296	5.82534	1.35289	0.655641	1.48648	2.01593	1.58756	1.44083	0.356405	3.65879	17.1658	19.3225	0.802859	6.71063	3.11383	2.68171	1.75127	1.31411	0.321329	0.648467	1.03543	0.891856
TE03207|TBL_comb48_EPIDRAFT_1007351	0.306893	0.523502	1.06705	1.53293	1.70906	0.417466	0.613974	0.256685	1.19845	0.827228	7	0.658979	1.3421	1.41573	1.18284	0	0.0864525	0	0.173705	0.317174	0.498841	0.137086	0.589934	0.0734613	4.49125	1.57421	0.47424	1.58923	2.65447	0.991935	1.15161	0.561363	2.74594	16.1591	17.4611	0.919483	6.74422	3.47717	2.90189	2.06002	0.878883	0.465665	1.22553	0.71171	0.719927
TE03207|TBL_comb48_EPIDRAFT_1007466	0.240574	0.08071	0.796315	0.689823	1.33986	0.344378	0.259191	0.499165	0.429789	0.807846	5.42683	0.300167	0.859317	0.567202	0.50687	0.0375877	0	0	0.0375501	0.128724	0.348794	0.0919598	0.56227	0.041848	3.73247	0.620401	0.460742	0.800568	1.34389	0.856976	0.747321	0.706995	2.01741	13.3046	12.9752	0.3706	4.37981	1.875	1.35621	1.62178	0.77215	0.135104	0.52643	0.677878	0.566366
TE03207|TBL_comb48_EPIDRAFT_1008078	0.150265	0.329143	0.810308	0.860354	0.953291	0.0755485	0.195583	0.508298	0.752916	1.03689	5.4364	0.2537	1.30898	0.462354	0.222714	0.0455669	0.0822112	0	0	0.14708	0.203612	0.0262132	0.542534	0.0649557	3.16455	0.987093	0.598199	0.855072	1.53525	0.958289	0.662712	0.29034	1.96406	12.8383	14.5257	0.519142	5.4468	2.21497	2.04779	1.49027	0.725168	0.269951	0.501061	0.632166	0.490986
TE03207|TBL_comb48_EPIDRAFT_1008196	0.186643	0.488825	0.848149	1.66774	1.67054	0.574058	0.29884	0.540916	0.723541	0.760827	5.74311	0.392991	1.56242	0.916652	0.744498	0	0	0	0.121504	0.282931	0.249955	0	0.522545	0.0527256	4.02977	0.971077	0.255752	0.565768	1.98569	1.01795	0.582871	0.176702	2.17951	13.7922	12.7719	0.930016	4.61521	2.30713	1.98749	1.72906	0.360521	0.239971	0.376139	0.677863	0.713903
TE03207|TBL_comb48_EPIDRAFT_1008353	0.355868	0.402715	1.01611	1.96001	2.0756	0.536987	0.472639	0.399928	0.860524	1.40069	8.29335	0.78264	2.01157	0.995122	1.50136	0	0	0	0.0328224	0.269948	0.401267	0.120949	0.751579	0	4.51615	1.86102	0.5436	1.21319	1.67717	1.28566	1.39222	0.236028	2.97195	14.8739	17.6598	0.810835	6.56477	2.66413	2.48091	2.10866	0.683469	0.159358	1.23251	1.03418	0.625294
TE03207|TBL_comb48_EPIDRAFT_1008573	0.116407	0.138782	1.42184	1.03385	1.65937	0.420452	0.231956	0.420628	0.858718	1.10677	5.95953	0.593298	1.39162	0.568437	0.654264	0	0.0963345	0	0.0337429	0.0592456	0.193632	0.123734	0.305815	0.0299908	3.85539	0.82154	0.492748	1.2111	1.7634	0.944942	0.690779	0.387162	1.89288	12.1668	13.3264	0.819606	4.76557	1.85599	2.38031	1.64938	0.723682	0.156542	0.54385	0.659371	0.756752
TE03207|TBL_comb48_EPIDRAFT_1008675	0.49732	0.381332	1.29924	1.91059	2.056	0.370109	0.576375	0.587419	1.27542	1.16886	6.30275	0.484586	2.03948	1.2932	0.625627	0	0	0	0	0.182897	0.2635	0.185446	0.875902	0	3.90638	1.51695	0.297798	1.29079	1.48227	0.971234	0.778252	0.730577	2.28892	14.3905	17.2321	0.903214	5.5175	2.74819	2.80764	1.61372	0.543434	0.213506	0.286006	0.621176	0.63308
TE03207|TBL_comb48_EPIDRAFT_1008979	0.282163	0.169207	0.814335	1.36362	1.78979	0.354532	0.447529	0.415464	0.665652	1.05811	5.52919	0.683851	1.26913	0.491061	0.816743	0	0.176201	0	0.0892179	0.157524	0.164444	0.108654	0.66711	0	3.65653	0.983638	0.414481	0.916128	1.69787	0.85744	0.592035	0.129474	2.20655	11.0579	13.8103	0.424075	5.51331	2.66813	2.2219	1.52512	0.810194	0.218465	0.574039	0.391851	0.726322
TE03207|TBL_comb48_EPIDRAFT_1010030	0.248864	0.274481	1.22395	1.31481	1.71165	0.164179	0.325331	0.591191	0.847412	1.23563	5.89356	0.582921	1.5576	0.783644	0.823505	0.0957799	0.0620847	0	0.0363636	0.0352551	0.123444	0.0622665	0.486151	0.14102	4.13482	1.14271	0.313612	1.3648	1.47841	1.31665	1.59108	0.393657	2.73174	14.1175	14.1424	0.819277	4.75942	2.69465	2.18291	1.71508	0.806004	0.265095	0.787402	0.549337	1.02443
TE03207|TBL_comb48_EPIDRAFT_1010199	0.380773	0.225488	0.993069	1.39958	1.79673	0.394378	0.63644	0.484202	1.00335	1.22778	6.93613	0.785431	1.59845	0.81563	0.78609	0.0247017	0	0	0.0577044	0.282057	0.445098	0.0514598	0.443004	0.101784	5.07219	1.05974	0.850953	1.21496	2.45579	1.41026	1.28784	0.328089	2.36993	14.9241	13.8548	0.749422	4.67023	2.4871	1.42476	1.52338	0.521265	0.452187	0.395261	0.297042	0.621203
TE03207|TBL_comb48_EPIDRAFT_1010335	0.0838791	0.265973	0.69038	0.724804	0.988547	0.107105	0.26678	0.250899	0.496293	1.18989	5.78687	0.18295	0.548442	0.92671	0.733376	0	0.0450393	0	0.0300148	0.186718	0.221821	0.0484179	0.211884	0	4.31225	1.26256	0.517037	0.845372	2.00425	1.30095	0.984292	0.496501	2.30906	12.9459	13.891	0.687779	4.14404	3.02587	1.0889	1.43205	0.104215	0.242226	0.337927	0.189396	0.615971
TE03207|TBL_comb48_EPIDRAFT_1010624	0.375297	0.49143	1.40699	1.28042	1.67375	0.143291	0.423501	0.788541	0.392293	1.18673	5.58702	0.565667	1.64334	0.765317	0.875353	0	0.032139	0	0	0.281284	0.22673	0.0468852	0.438729	0	4.32259	1.05436	0.566948	0.559861	1.83286	0.933233	1.16772	0.328203	2.07464	11.982	14.734	0.573105	4.56354	2.61674	1.29408	1.36923	0.549686	0.166703	0.694908	0.657273	0.55683
TE03207|TBL_comb48_EPIDRAFT_1010964	0.127462	0.110963	1.35662	1.18404	1.14152	0.411242	0.263473	0.631952	0.986244	1.04917	4.94762	0.172376	0.583167	0.702685	0.652348	0	0.104607	0	0.0456055	0.303623	0.664443	0.0896552	0.561019	0	3.66829	0.939623	0.338284	0.852452	1.46652	0.494151	0.394485	0.279716	1.68468	12.1788	11.9993	0.499443	4.78056	1.85892	1.01311	1.30646	0.548924	0.404166	0.477237	0.47545	0.349013
TE03207|TBL_comb48_EPIDRAFT_1011113	0.190029	0.17659	0.746235	1.13699	0.98092	0.224018	0.410038	0.63734	0.661287	1.20452	6.39719	0.725162	1.57886	0.85093	1.09602	0	0.0447493	0	0.134645	0.199192	0.319029	0.103844	0.425822	0	3.95612	0.907378	0.173348	0.835015	1.47269	0.896544	0.543024	0.0888889	2.19569	11.6974	12.6308	0.929809	4.44497	1.90662	1.65776	1.27911	0.45102	0.131632	0.418219	0.438608	0.513786
TE03207|TBL_comb48_EPIDRAFT_1011346	0.20619	0.250915	0.977574	0.625286	0.920932	0.186243	0.274407	0.288742	0.700365	0.80615	4.76545	0.305	1.19415	0.753765	0.770833	0.0522116	0.108288	0	0.0412113	0.0697302	0.317246	0.111442	0.424374	0.0395519	3.48519	0.934475	0.180119	0.935418	1.38101	0.790513	0.639296	0.241088	1.62832	12.0057	12.2683	0.471141	4.77727	1.94721	1.87654	2.07423	0.923779	0.0834093	0.515075	0.699497	0.662939
TE03207|TBL_comb48_EPIDRAFT_1011947	0.295972	0.115769	1.21068	1.30571	2.30081	0.155878	0.664846	0.63028	0.92039	0.859345	6.74302	0.347373	1.81922	0.617395	0.678827	0	0.0510253	0	0.0903272	0.229286	0.166031	0.201144	0.453036	0.06	5.1953	1.73871	0.674501	0.701521	2.12464	1.03166	1.01572	0.362446	2.399	13.4312	14.2854	0.633349	4.48004	2.49167	2.33024	1.53972	0.799905	0.259611	0.690057	0.392432	0.841017
TE03207|TBL_comb48_EPIDRAFT_1012186	0.195187	0.368981	0.92762	1.15574	1.4832	0.463863	0.440531	0.562786	0.570601	0.966755	6.11127	0.512377	1.20899	0.410813	0.614677	0	0.0620005	0	0	0.33422	0.378176	0.0554345	0.225006	0	3.1222	0.693794	0.62069	0.997586	1.6093	0.850252	0.845875	0.364515	2.21897	11.1777	11.9816	0.332687	4.30244	1.88663	1.81717	1.68229	0.53343	0.23596	0.700169	0.714527	0.764181
TE03207|TBL_comb48_EPIDRAFT_1012395	0.223819	0.471841	0.785399	1.12163	0.90729	0.508072	0.37793	0.214878	0.753542	1.09824	7.08706	0.305691	1.30636	0.414753	0.707108	0.0490483	0	0	0	0.0259422	0.420176	0	0.636031	0.107685	3.7739	0.905914	0.667643	0.626527	1.59236	0.975716	0.96621	0.53816	2.20152	14.3875	16.7159	0.407062	6.30239	2.37109	1.86344	1.76504	0.926478	0.19878	0.630318	0.741438	0.450415
TE03207|TBL_comb48_EPIDRAFT_1012773	0.307042	0.38629	1.4806	1.21555	1.32217	0.348163	0.531305	0.538749	0.836286	1.27696	6.13913	0.591553	1.98401	0.717494	0.596043	0	0.0513398	0.0136782	0	0.288072	0.29397	0.0315394	0.234869	0	4.39621	1.02222	0.575168	0.98278	2.50363	1.52865	0.776332	0.292677	2.1959	11.929	11.9001	0.602105	4.79586	2.27818	1.77319	1.47514	0.568755	0.289808	0.648264	0.233942	0.742451
TE03207|TBL_comb48_EPIDRAFT_1013148	0.454777	0.22598	1.08536	0.978489	1.43742	0.36601	0.383653	0.512376	0.621518	1.40245	6.59044	0.477995	1.69097	0.954766	0.525776	0	0.107463	0	0.175886	0.255314	0.383295	0.0492181	0.663606	0	5.25364	1.191	0.453919	0.947611	1.95565	1.05055	1.0433	0.267981	2.55803	12.6652	14.0713	0.449833	4.9609	2.38853	2.09091	2.18854	0.676719	0.285787	0.651573	0.385206	0.332481
TE03207|TBL_comb48_EPIDRAFT_1013629	0.184321	0.371044	0.588391	1.2699	2.13672	0.281876	0.233701	0.429097	0.724619	1.05486	6.03403	0.71466	1.04028	0.730931	0.560718	0.133736	0	0	0.0367261	0.201898	0.595728	0.046438	0.785302	0	3.72426	1.20684	0.508408	1.15387	1.58206	1.10559	0.387395	0.452582	2.9433	13.5253	14.727	0.626255	5.27801	1.98393	2.39273	1.46577	0.488427	0.20562	0.71406	0.438883	0.65071
TE03207|TBL_comb48_EPIDRAFT_1013971	0.261592	0.0746832	0.772862	0.877392	1.34285	0.377862	0.219565	0.332886	0.586986	0.877918	5.86701	0.538132	1.27214	1.05405	0.691768	0	0.0626181	0	0	0.368095	0.444325	0.214729	0.538235	0.0587443	4.93879	0.839118	0.438893	0.785426	2.08012	1.22014	0.825559	0.305952	2.54516	12.8793	14.1077	0.570888	4.95214	2.46512	1.87955	0.995424	0.66577	0.167785	0.32463	0.521411	0.429148
TE03207|TBL_comb48_EPIDRAFT_1013989	0.249732	0.17728	0.961393	1.3007	1.13423	0.559299	0.206294	0.876948	0.480355	1.53303	5.92796	0.338243	1.07516	0.521529	0.863857	0	0.267153	0	0.0488459	0.247303	0.224501	0	0.433673	0.14671	4.41886	1.24475	0.530107	0.522067	1.49109	1.15374	0.551268	0.315094	2.36293	10.8412	15.8449	0.710541	4.05382	2.04232	1.7411	1.33513	0.509688	0.0980656	0.458782	0.51159	0.751884
TE03207|TBL_comb48_EPIDRAFT_1014023	0.0927669	0.329727	1.06198	1.60449	1.81113	0.362875	0.0951739	0.238082	0.571891	0.775236	6.01208	0.467383	1.78315	0.962503	0.742486	0	0.00379096	0	0	0.141119	0.363268	0.0489851	0.57066	0.0475804	3.65877	0.563023	0.31474	0.743728	1.78701	0.753685	0.898566	0.331532	2.49202	14.498	14.2778	0.608507	4.11222	2.34639	1.95512	1.91196	0.644726	0.226232	0.509587	0.337206	0.566226
TE03207|TBL_comb48_EPIDRAFT_1014321	0.101616	0.112152	0.885029	1.41118	1.88439	0.300028	0.0681132	0.207407	0.342127	0.307102	5.13782	0.218759	0.460798	0.796647	0.268966	0	0.0488276	0	0	0.153677	0.370074	0.0606562	0.746641	0	3.3369	0.872697	0.52347	0.768068	1.33692	1.23396	1.03334	0.229012	1.77955	12.7102	13.3815	0.606956	5.47458	2.20451	1.50757	1.41293	0.619126	0.0573388	0.629711	0.295623	0.933498
TE03207|TBL_comb48_EPIDRAFT_1014760	0.227617	0.304434	1.04493	1.13322	1.75599	0.242877	0.502392	0.132134	0.63644	1.03006	6.11992	0.565425	1.69016	0.817235	0.747526	0	0	0	0	0.507197	0.220277	0.0607516	0.738972	0	3.92494	1.08171	0.264698	0.893551	1.78864	0.956084	1.00932	0.220592	1.90116	12.4711	12.6107	0.434229	4.60743	2.10268	1.98053	1.4525	0.442974	0.172336	0.590076	0.486319	0.368347
TE03207|TBL_comb48_EPIDRAFT_1014953	0.10255	0.22862	1.47062	2.14701	1.78218	0.499715	0.858523	0.538593	1.05088	1.40442	6.08682	0.779129	1.31104	1.30984	0.892694	0	0.0619292	0	0.101474	0.357835	0.438712	0.110953	0.758083	0.0806268	3.67367	1.34329	0.480693	1.17993	1.70308	1.28233	0.451539	0.888667	2.17531	12.9354	13.1213	0.223872	4.52217	2.28958	1.62678	1.54041	0.639852	0.391033	0.515652	0.501424	0.323195
TE03207|TBL_comb48_EPIDRAFT_1015381	0.32492	0.156496	1.56909	1.24774	1.73928	0.515311	0.462031	0.741354	0.8131	1.57566	6.63076	0.41587	1.41183	1.27016	0.883952	0.0532131	0	0	0.0545718	0.105048	0.307737	0.0654397	0.560267	0	4.74862	0.859598	0.648444	1.31732	1.85714	0.673316	0.655766	0.191309	1.65051	13.9778	14.9149	0.771571	5.17584	2.86206	1.47038	1.50219	1.30131	0.229003	0.826581	0.673374	0.942067
TE03207|TBL_comb48_EPIDRAFT_1016190	0.20745	0.131707	1.15314	1.29555	1.81181	0.491169	0.280073	0.0767597	0.604559	0.735294	6.25605	0.426239	0.890749	0.501824	0.239316	0	0.0552503	0	0.0563636	0.228215	0.123171	0	0.460582	0.0703839	3.0176	1.07026	0.281117	0.626748	1.64735	0.89318	0.561585	0.44123	2.74665	14.3925	14.9026	0.702505	5.07812	2.69336	1.27727	1.57517	0.682675	0.172937	0.582471	0.16078	0.535258
TE03207|TBL_comb48_EPIDRAFT_1016296	0.261426	0.199387	0.676796	1.39516	1.3076	0.196691	0.434902	0.706654	0.538838	0.842282	7.62895	1.02342	2.2131	0.895719	0.199631	0.0702505	0	0	0	0.220417	0.211963	0.0564764	0.277913	0	3.77076	1.13494	0.530544	0.944342	2.44199	1.03855	1.12301	0.265931	2.72607	15.0763	14.5077	0.706822	5.86483	2.28891	2.39332	1.98316	1.04526	0.361416	0.447642	0.335172	0.657187
TE03207|TBL_comb48_EPIDRAFT_1016566	0.406115	0.166045	0.882078	1.6734	1.37236	0.638509	0.267658	0.430074	0.774953	0.805504	5.64242	0.447596	1.04407	0.628642	0.575965	0.080805	0	0	0.14864	0.101927	0.38153	0.0728065	0.402597	0	3.48051	1.60112	0.471827	0.676999	2.14686	1.19631	0.91449	0.332298	2.23165	10.5839	14.024	0.805296	5.0217	2.5677	2.15258	1.28057	0.549597	0.136139	0.702048	0.466149	0.324551
TE03207|TBL_comb48_EPIDRAFT_1016656	0.518162	0.590184	0.789177	1.50266	2.26101	0.668436	0.377141	0.906065	1.23902	1.46876	6.89743	0.542609	2.0858	0.991275	1.06541	0.0706505	0	0.0648464	0.0646163	0.04811	0.348859	0.316547	0.408766	0	3.64946	1.13346	0.38033	0.453724	1.69127	1.23817	0.711785	0.217921	3.28571	15.1183	17.0063	0.606953	5.88657	3.47518	2.9194	1.37566	1.02805	0.37325	0.427457	0.576335	0.158928
TE03207|TBL_comb48_EPIDRAFT_1017129	0.563631	0.261425	1.07995	1.57522	2.23268	0.210342	0.444763	0.582194	0.950303	0.888465	6.96579	1.43744	2.40734	0.617394	1.34656	0.0454979	0	0	0	0.274034	0.284755	0.0805884	0.854465	0.0705845	3.11097	0.772075	0.861279	1.65881	2.49248	1.76636	1.16779	0.643473	4.90029	16.9566	15.5011	1.01377	5.87161	3.44015	2.6244	1.70526	0.996814	0.291256	0.824242	0.847111	0.734629
TE03207|TBL_comb48_EPIDRAFT_1017578	0.135214	0.392554	1.24052	1.37043	2.34964	0.687215	0.218608	0.777778	0.57194	1.15779	7.43236	0.621359	0.797588	1.13997	0.774362	0	0	0	0	0.149804	0.343566	0.120588	0.842532	0	4.40643	1.00163	0.796489	0.837565	1.90392	1.35627	1.72502	0.553164	2.19987	14.7244	17.1887	0.587696	5.03223	2.77267	1.75522	1.92764	0.944336	0.437622	0.657106	1.19993	0.473958
TE03207|TBL_comb48_EPIDRAFT_1018003	0.132032	0	1.09106	1.31479	1.26198	0.39281	0.403718	0.797745	0.522259	0.943671	5.714	0.659841	0.998669	0.503987	0.589786	0	0	0	0	0.0589607	0.152	0	0.328032	0	3.33753	1.00266	0.448905	0.902326	1.58639	0.958471	0.777667	0.343542	1.99833	11.1405	11.968	0.306279	4.26345	2.17244	1.7002	1.51796	0.689701	0.147878	0.857285	0.398802	1.05847
TE03207|TBL_comb48_EPIDRAFT_1018105	0.134398	0	0.467136	0.20864	0.787483	0	0.390854	0.0886667	0.369405	0.0879414	5.76494	0.125498	0.389632	0.691717	0.633221	0	0.00872483	0	0	0.320161	0.356233	0	0.327781	0	4.25667	1.3252	0.477652	0.689045	2.06875	0.689198	0.702748	0.284471	3.14645	11.8307	16.7077	0.539624	5.11189	2.62082	2.74682	1.6786	1.06146	0.478667	0.569231	0.939759	0.758851
TE03207|TBL_comb48_EPIDRAFT_1018723	0.122435	0.28532	1.40241	1.45799	1.16758	0.241569	0.294784	0.307402	0.525412	1.4589	7.25119	1.10648	1.02407	0.598558	0.138026	0	0.133885	0	0	0.139118	0.208132	0	0.654452	0	2.63331	0.639519	0.479081	0.195055	1.41034	0.722752	0.358374	0.400895	2.12715	13.5912	15.0894	0.501727	5.18029	2.57777	1.7803	1.45461	0.566621	0.536326	0.589065	0.532691	0.810096
TE03207|TBL_comb48_EPIDRAFT_1018978	0.0633437	0.239972	1.18255	0.716626	1.31801	0.564263	0.332407	0.481096	0.697254	1.39133	6.14439	0.299482	1.02959	0.898853	0.164513	0	0.101292	0	0	0.281631	0.394838	0.00558464	0.175043	0	3.26223	1.04174	0.281152	0.895725	2.22199	0.428128	0.66376	0.0957854	1.90687	12.4145	16.197	0.675638	5.41571	1.88854	1.62182	1.56874	0.593674	0.27298	0.350157	0.356322	0.519291
TE03207|TBL_comb48_EPIDRAFT_1018992	0.387734	0.293645	0.457023	1.0656	1.35635	0.346234	0.247566	0.231597	0.572025	0.781402	5.176	0.496196	0.832056	1.06159	0.524476	0.0792217	0	0	0.138696	0.346127	0.46229	0	0.7127	0	4.57639	1.41156	0.615358	1.11761	2.33333	1.45894	1.23289	0.15272	2.88582	10.8504	9.12552	0.676697	3.97147	1.52406	1.79588	0.758537	0.668058	0.280903	0.323693	0.48431	0.336465
TE03207|TBL_comb48_EPIDRAFT_1019637	0.325606	0.0596693	0.692446	0.646552	0.64537	0.352118	0.310666	0.274124	0.761103	0.793214	4.68683	0.796085	2.56241	1.10852	0.888049	0	0	0	0.242327	0.0765086	0.337527	0.158273	0.46	0	4.01966	0.662366	0.185622	0.837034	1.43381	0.62571	1.04493	0.236181	2.58591	9.9519	12.7549	0.587176	5.66082	2.63424	1.62356	0.982066	0.542622	0.188706	0.672166	0.610912	0.665831
TE03207|TBL_comb48_EPIDRAFT_1019701	0.179185	0.0428983	1.06421	0.570965	0.610511	0.285097	0.264896	0.486022	0.668463	1.1164	6.42363	0.943255	1.76763	1.30172	0.72491	0	0	0	0.0780243	0.059438	0.223143	0.0775613	0.440186	0.132925	2.80932	0.832135	0.105452	0.968391	1.66342	0.984687	0.482336	0.476962	1.48846	15.365	15.7166	0.541185	5.77119	3.20734	1.26009	1.33022	0.639009	0.828315	0.326978	0.353852	0.63829
